title;price;old_price;link;img
ECOLOGICALLY GROWN COTTON BATH MAT;25.90 USD;;https://www.zara.com/us/en/ecologically-grown-cotton-bath-mat-p43590015.html;https://static.zara.net/photos///2021/I/4/1/p/4506/015/505/2/w/563/4506015505_1_1_1.jpg?ts=1631713568283
DRAPED DRESS;27.99 USD;49.90 USD;https://www.zara.com/us/en/draped-dress-p08342201.html;https://static.zara.net/photos///2022/V/0/1/p/8342/201/716/2/w/563/8342201716_2_1_1.jpg?ts=1649865977412
CORSET STYLE DRESS;27.99 USD;45.90 USD;https://www.zara.com/us/en/corset-style-dress-p03315332.html;https://static.zara.net/photos///2022/V/0/1/p/3315/332/537/12/w/563/3315332537_1_1_1.jpg?ts=1652189643484
SATIN EFFECT CORSET STYLE CROP TOP;22.99 USD;35.90 USD;https://www.zara.com/us/en/satin-effect-corset-style-crop-top-p03236840.html;https://static.zara.net/photos///2022/V/0/1/p/3236/840/800/17/w/563/3236840800_1_1_1.jpg?ts=1653912452487
DRAPED CORSET STYLE DRESS;27.99 USD;49.90 USD;https://www.zara.com/us/en/draped-corset-style-dress-p03361352.html;https://static.zara.net/photos///2022/V/0/1/p/3361/352/446/2/w/563/3361352446_1_1_1.jpg?ts=1649324511441
SATIN EFFECT MINI SKIRT;22.99 USD;39.90 USD;https://www.zara.com/us/en/satin-effect-mini-skirt-p03469514.html;https://static.zara.net/photos///2022/V/0/1/p/3469/514/800/12/w/563/3469514800_1_1_1.jpg?ts=1651664651361
RUCHED MINI SKIRT;22.99 USD;39.90 USD;https://www.zara.com/us/en/ruched-mini-skirt-p02406332.html;https://static.zara.net/photos///2022/V/0/1/p/2406/332/537/12/w/563/2406332537_1_1_1.jpg?ts=1652189657435
CROP TOP;22.99 USD;39.90 USD;https://www.zara.com/us/en/crop-top-p03067072.html;https://static.zara.net/photos///2022/V/0/1/p/3067/072/712/14/w/563/3067072712_1_1_1.jpg?ts=1653924155862
BUSTIER CROP TOP;22.99 USD;45.90 USD;https://www.zara.com/us/en/bustier-crop-top-p02281636.html;https://static.zara.net/photos///2022/V/0/1/p/3189/636/645/2/w/563/3189636645_6_1_1.jpg?ts=1647344038788
CROP TOP;22.99 USD;39.90 USD;https://www.zara.com/us/en/crop-top-p03067122.html;https://static.zara.net/photos///2022/V/0/1/p/3067/122/636/2/w/563/3067122636_6_1_1.jpg?ts=1651666301857
